productid,suggestion
ZYIDP80050100,"['HBV00000PNG8N - 0.3151715856860823', 'HBV00000H1O7F - 0.17023128624236064', 'HBV00000NFH09 - 0.050459784686133456']"
ZYJWAX636588,['ZYJWAX636593 - 0.8389530594120514']
ZYJWAX636593,['ZYJWAX636588 - 0.8389530594120514']
ZYMRKT140060,['HBV00000NE0XG - 0.26875870645279426']
ZYNES11470143,['HBV00000U2B8A - 0.14228795647922515']
ZYNES12129562,['ZYNES12199964 - 0.4286772986115067']
ZYNES12158131,"['HBV00000QU6FU - 0.3897350493376697', 'ZYNES12214275 - 0.3421077284802437']"
ZYNES12199964,['ZYNES12129562 - 0.4286772986115067']
ZYNES12214275,['ZYNES12158131 - 0.3421077284802437']
ZYPEYMAN200115,['HBV00000PLGXQ - 0.5704715624750359']
ZYPEYMAN200559,"['ZYPEYMAN201143 - 0.8677845153341083', 'HBV00000QU46P - 0.8230115306829981']"
ZYPEYMAN201143,['ZYPEYMAN200559 - 0.8677845153341083']
ZYPEYMAN202102,['HBV00000SP87H - 0.6204568197769866']
ZYPEYMAN202294,['HBV00000QSG5K - 0.25835761835062826']
ZYPINAR153100004,['ZYHPULKERMRG012 - 0.05460860282263372']
ZYSERK690105000436,['ZYHPESKINTSK004 - 0.01266086395634469']
ZYSINAN93634200025,['ZYBICN9286983 - 0.06433400348373855']
ZYSULKORO32603,['HBV00000QU42H - 0.5630958893345567']
ZYSULKORO331,['HBV00000NFHNK - 0.45636873535939926']
ZYSULKORO50256,['HBV00000QU42H - 0.2385128482760747']
ZYUDUM6010023,['ZYBICN9286983 - 0.3007205023766566']
ZYULKER0007200,"['ZYULKER0009204 - 0.30655222169217955', 'HBV00000JUHL6 - 0.2695225030346483', 'HBV00000NE1VV - 0.2293587037211778', 'ZYHPETICEKEK017 - 0.1872571474936138', 'HBV00000PVQ93 - 0.1635141566482881', 'HBV00000QU6IH - 0.14168488284310932', 'HBV00000PV7AZ - 0.08474579262694933', 'HBV00000JUHKU - 0.07121854569280008', 'HBV00000PNGHQ - 0.0688344629819488', 'HBV00000QU6IN - 0.06051154639056744', 'HBV00000PNG99 - 0.023378857771417714', 'HBV00000PQLVL - 0.021580544044755404']"
ZYULKER0007804,"['HBV00000NE1VV - 0.2660825924509335', 'HBV00000PQLVL - 0.14366602271079348', 'HBV00000JUHKU - 0.027860763818960896']"
ZYULKER0009204,"['HBV00000PVCSA - 0.5301558648116603', 'HBV00000JUHL6 - 0.36772041439973874', 'ZYULKER0007200 - 0.30655222169217944', 'HBV00000PVCRI - 0.29667312244140637', 'HBV00000NE1VV - 0.27438382514802634', 'HBV00000PV7AZ - 0.2176180306856056', 'HBV00000PQLVL - 0.16648441335199318', 'HBV00000QU6IH - 0.16419744355653365', 'HBV00000JUHKU - 0.08181107916748763', 'HBV00000QU4CI - 0.02352305227838775']"
ZYULKER040275,"['HBV00000QU4CM - 0.5504001006716425', 'HBV00000NFGWV - 0.4676848692261936']"
ZYULKERSSU002,"['ZYHPCOCACSSU003 - 0.36210236911144195', 'HBV00000NH2LL - 0.16467698238307396', 'ZYHPERIKLSSU001 - 0.06450966759046237']"
ZYUNIL20040349,['HBV00000NFHLL - 0.30172391483932665']
ZYUNIL20264025,"['ZYUNIL70020865 - 0.641604561379434', 'HBV00000NE182 - 0.6144175118361921', 'ZYUNIL581595 - 0.5567367979361767', 'HBV00000U27G9 - 0.4720527322387172']"
ZYUNIL21002997,['ZYUNIL21002998 - 0.7211465634757619']
ZYUNIL21002998,['ZYUNIL21002997 - 0.7211465634757619']
ZYUNIL581595,"['HBV00000NE182 - 0.5985329461720938', 'ZYUNIL70020865 - 0.5910456690217698', 'HBV00000PLGNP - 0.5645518030077764', 'ZYUNIL20264025 - 0.5567367979361767', 'HBV00000U27G9 - 0.4496477715642869']"
ZYUNIL70020865,"['ZYUNIL20264025 - 0.6416045613794339', 'ZYUNIL581595 - 0.5910456690217697', 'HBV00000NE182 - 0.5789607917373786', 'HBV00000U27G9 - 0.4956116728496545']"
ZYUNIL70021119,['HBV00000U27GB - 0.753747297592308']
ZYUNIL70021126,['HBV00000U27GB - 0.8190537545609796']
